meldejahr;kreis_name;fallzahl_influenza
2003;LK Kelheim;1
2003;SK Landshut;4
2003;LK Landshut;10
2003;SK Passau;NA
2003;LK Passau;1
2003;LK Regen;11
2003;LK Rottal-Inn;NA
2003;SK Straubing;NA
2003;LK Straubing-Bogen;11
2003;LK Altötting;16
2003;LK Bad Tölz-Wolfratshausen;1
2003;LK Berchtesgadener Land;14
2003;LK Dachau;18
2003;LK Ebersberg;29
2003;LK Eichstätt;2
2003;LK Erding;12
2003;LK Freising;1
2003;LK Fürstenfeldbruck;7
2003;LK Garmisch-Partenkirchen;7
2003;SK Ingolstadt;17
2003;LK Landsberg a.Lech;3
2003;LK Miesbach;37
2003;LK Mühldorf a.Inn;18
2003;SK München;173
2003;LK München;256
2003;LK Neuburg-Schrobenhausen;NA
2003;LK Pfaffenhofen a.d.Ilm;19
2003;SK Rosenheim;5
2003;LK Rosenheim;21
2003;LK Starnberg;5
2003;LK Traunstein;26
2003;LK Weilheim-Schongau;10
2003;SK Bamberg;30
2003;LK Bamberg;102
2003;SK Bayreuth;NA
2003;LK Bayreuth;1
2003;SK Coburg;6
2003;LK Coburg;4
2003;LK Forchheim;15
2003;SK Hof;5
2003;LK Hof;9
2003;LK Kronach;32
2003;LK Kulmbach;25
2003;LK Lichtenfels;1
2003;LK Wunsiedel i.Fichtelgebirge;4
2003;SK Amberg;2
2003;LK Amberg-Sulzbach;6
2003;LK Cham;93
2003;LK Neumarkt i.d.OPf.;9
2003;LK Neustadt a.d.Waldnaab;105
2003;SK Regensburg;34
2003;LK Regensburg;31
2003;LK Schwandorf;56
2003;LK Tirschenreuth;23
2003;SK Weiden i.d.OPf.;73
2003;LK Aichach-Friedberg;71
2003;SK Augsburg;53
2003;LK Augsburg;27
2003;LK Dillingen a.d.Donau;2
2003;LK Donau-Ries;9
2003;LK Günzburg;NA
2003;SK Kaufbeuren;NA
2003;SK Kempten;NA
2003;LK Lindau;NA
2003;SK Memmingen;NA
2003;LK Neu-Ulm;1
2003;LK Oberallgäu;NA
2003;LK Ostallgäu;NA
2003;LK Unterallgäu;1
2003;SK Aschaffenburg;NA
2003;LK Aschaffenburg;2
2003;LK Bad Kissingen;43
2003;LK Haßberge;3
2003;LK Kitzingen;17
2003;LK Main-Spessart;10
2003;LK Miltenberg;NA
2003;LK Rhön-Grabfeld;13
2003;SK Schweinfurt;27
2003;LK Schweinfurt;10
2003;SK Würzburg;18
2003;LK Würzburg;56
2003;SK Berlin Charlottenburg-Wilmersdorf;20
2003;SK Berlin Friedrichshain-Kreuzberg;71
2003;SK Berlin Lichtenberg;7
2003;SK Berlin Marzahn-Hellersdorf;12
2003;SK Berlin Mitte;92
2003;SK Berlin Neukölln;22
2003;SK Berlin Pankow;97
2003;SK Berlin Reinickendorf;62
2003;SK Berlin Spandau;41
2003;SK Berlin Steglitz-Zehlendorf;135
2003;SK Berlin Tempelhof-Schöneberg;17
2003;SK Berlin Treptow-Köpenick;44
2003;LK Barnim;38
2003;SK Brandenburg a.d.Havel;2
2003;SK Cottbus;3
2003;LK Dahme-Spreewald;20
2003;LK Elbe-Elster;3
2003;SK Frankfurt (Oder);13
2003;LK Havelland;11
2003;LK Märkisch-Oderland;6
2003;LK Oberhavel;36
2003;LK Oberspreewald-Lausitz;27
2003;LK Oder-Spree;5
2003;LK Ostprignitz-Ruppin;NA
2003;SK Potsdam;24
2003;LK Potsdam-Mittelmark;17
2003;LK Prignitz;27
2003;LK Spree-Neiße;8
2003;LK Teltow-Fläming;12
2003;LK Uckermark;1
2003;SK Bremen;25
2003;SK Bremerhaven;157
2003;SK Hamburg;18
2003;LK Bergstraße;30
2003;SK Darmstadt;NA
2003;LK Darmstadt-Dieburg;16
2003;SK Frankfurt am Main;43
2003;LK Groß-Gerau;15
2003;LK Hochtaunuskreis;3
2003;LK Main-Kinzig-Kreis;NA
2003;LK Main-Taunus-Kreis;17
2003;LK Odenwaldkreis;1
2003;SK Offenbach;NA
2003;LK Offenbach;3
2003;LK Rheingau-Taunus-Kreis;13
2003;LK Wetteraukreis;3
2003;SK Wiesbaden;10
2003;LK Gießen;23
2003;LK Lahn-Dill-Kreis;74
2003;LK Limburg-Weilburg;1
2003;LK Marburg-Biedenkopf;8
2003;LK Vogelsbergkreis;1
2003;LK Fulda;5
2003;LK Hersfeld-Rotenburg;NA
2003;SK Kassel;28
2003;LK Kassel;NA
2003;LK Schwalm-Eder-Kreis;1
2003;LK Waldeck-Frankenberg;5
2003;LK Werra-Meißner-Kreis;1
2003;LK Ludwigslust-Parchim;18
2003;LK Mecklenburgische Seenplatte;9
2003;LK Nordwestmecklenburg;1
2003;SK Rostock;2
2003;LK Rostock;29
2003;SK Schwerin;NA
2003;LK Vorpommern-Greifswald;3
2003;LK Vorpommern-Rügen;79
2003;SK Braunschweig;NA
2003;LK Gifhorn;3
2003;LK Goslar;1
2003;LK Göttingen;28
2003;LK Helmstedt;NA
2003;LK Northeim;52
2003;LK Peine;3
2003;SK Salzgitter;9
2003;LK Wolfenbüttel;17
2003;SK Wolfsburg;NA
2003;LK Diepholz;4
2003;LK Hameln-Pyrmont;NA
2003;Region Hannover;210
2003;LK Hildesheim;27
2003;LK Holzminden;15
2003;LK Nienburg (Weser);11
2003;LK Schaumburg;13
2003;LK Celle;1
2003;LK Cuxhaven;20
2003;LK Harburg;23
2003;LK Heidekreis;1
2003;LK Lüchow-Dannenberg;13
2003;LK Lüneburg;2
2003;LK Osterholz;NA
2003;LK Rotenburg (Wümme);7
2003;LK Stade;19
2003;LK Uelzen;NA
2003;LK Verden;7
2003;LK Ammerland;6
2003;LK Aurich;30
2003;LK Cloppenburg;2
2003;SK Delmenhorst;2
2003;SK Emden;4
2003;LK Emsland;15
2003;LK Friesland;NA
2003;LK Grafschaft Bentheim;NA
2003;LK Leer;NA
2003;SK Oldenburg;3
2003;LK Oldenburg;NA
2003;SK Osnabrück;58
2003;LK Osnabrück;18
2003;LK Vechta;4
2003;LK Wesermarsch;10
2003;SK Wilhelmshaven;NA
2003;LK Wittmund;7
2003;SK Bochum;2
2003;SK Dortmund;NA
2003;LK Ennepe-Ruhr-Kreis;4
2003;SK Hagen;NA
2003;SK Hamm;NA
2003;SK Herne;27
2003;LK Hochsauerlandkreis;7
2003;LK Märkischer Kreis;1
2003;LK Olpe;2
2003;LK Siegen-Wittgenstein;102
2003;LK Soest;3
2003;LK Unna;NA
2003;SK Bielefeld;NA
2003;LK Gütersloh;NA
2003;LK Herford;NA
2003;LK Höxter;NA
2003;LK Lippe;1
2003;LK Minden-Lübbecke;49
2003;LK Paderborn;25
2003;SK Duisburg;NA
2003;SK Düsseldorf;9
2003;SK Essen;5
2003;LK Kleve;6
2003;SK Krefeld;1
2003;LK Mettmann;1
2003;SK Mönchengladbach;NA
2003;SK Mülheim a.d.Ruhr;2
2003;SK Oberhausen;NA
2003;SK Remscheid;3
2003;LK Rhein-Kreis Neuss;3
2003;SK Solingen;NA
2003;LK Viersen;11
2003;LK Wesel;13
2003;SK Wuppertal;40
2003;StädteRegion Aachen;9
2003;SK Bonn;3
2003;LK Düren;1
2003;LK Euskirchen;1
2003;LK Heinsberg;22
2003;SK Köln;20
2003;SK Leverkusen;1
2003;LK Oberbergischer Kreis;1
2003;LK Rhein-Erft-Kreis;42
2003;LK Rheinisch-Bergischer Kreis;NA
2003;LK Rhein-Sieg-Kreis;23
2003;LK Borken;9
2003;SK Bottrop;NA
2003;LK Coesfeld;NA
2003;SK Gelsenkirchen;NA
2003;SK Münster;1
2003;LK Recklinghausen;7
2003;LK Steinfurt;53
2003;LK Warendorf;NA
2003;LK Ahrweiler;NA
2003;LK Altenkirchen;21
2003;LK Bad Kreuznach;33
2003;LK Birkenfeld;NA
2003;LK Cochem-Zell;5
2003;SK Koblenz;NA
2003;LK Mayen-Koblenz;5
2003;LK Neuwied;22
2003;LK Rhein-Hunsrück-Kreis;4
2003;LK Rhein-Lahn-Kreis;3
2003;LK Westerwaldkreis;49
2003;LK Alzey-Worms;48
2003;LK Bad Dürkheim;43
2003;LK Donnersbergkreis;10
2003;SK Frankenthal;142
2003;LK Germersheim;3
2003;SK Kaiserslautern;NA
2003;LK Kaiserslautern;NA
2003;LK Kusel;NA
2003;SK Landau i.d.Pfalz;NA
2003;SK Ludwigshafen;22
2003;SK Mainz;54
2003;LK Mainz-Bingen;23
2003;SK Neustadt a.d.Weinstraße;NA
2003;SK Pirmasens;NA
2003;LK Rhein-Pfalz-Kreis;79
2003;SK Speyer;NA
2003;LK Südliche Weinstraße;1
2003;LK Südwestpfalz;NA
2003;SK Worms;160
2003;SK Zweibrücken;NA
2003;LK Bernkastel-Wittlich;3
2003;LK Bitburg-Prüm;NA
2003;SK Trier;24
2003;LK Trier-Saarburg;7
2003;LK Vulkaneifel;NA
2003;LK Merzig-Wadern;NA
2003;LK Neunkirchen;2
2003;LK Saarlouis;8
2003;LK Saarpfalz-Kreis;NA
2003;LK Sankt Wendel;NA
2003;LK Stadtverband Saarbrücken;11
2003;SK Chemnitz;312
2003;LK Erzgebirgskreis;377
2003;LK Mittelsachsen;125
2003;LK Vogtlandkreis;57
2003;LK Zwickau;99
2003;LK Bautzen;23
2003;SK Dresden;40
2003;LK Görlitz;114
2003;LK Meißen;38
2003;LK Sächsische Schweiz-Osterzgebirge;7
2003;SK Leipzig;58
2003;LK Leipzig;104
2003;LK Nordsachsen;40
2003;LK Altmarkkreis Salzwedel;NA
2003;LK Anhalt-Bitterfeld;NA
2003;LK Börde;48
2003;LK Burgenlandkreis;166
2003;SK Dessau-Roßlau;2
2003;SK Halle;1
2003;LK Harz;205
2003;LK Jerichower Land;7
2003;SK Magdeburg;56
2003;LK Mansfeld-Südharz;32
2003;LK Saalekreis;36
2003;LK Salzlandkreis;9
2003;LK Stendal;1
2003;LK Wittenberg;7
2003;LK Dithmarschen;1
2003;SK Flensburg;46
2003;LK Herzogtum Lauenburg;NA
2003;SK Kiel;73
2003;SK Lübeck;NA
2003;SK Neumünster;1
2003;LK Nordfriesland;13
2003;LK Ostholstein;22
2003;LK Pinneberg;NA
2003;LK Plön;19
2003;LK Rendsburg-Eckernförde;76
2003;LK Schleswig-Flensburg;75
2003;LK Segeberg;1
2003;LK Steinburg;14
2003;LK Stormarn;NA
2003;LK Altenburger Land;2
2003;LK Eichsfeld;NA
2003;SK Eisenach;1
2003;SK Erfurt;18
2003;SK Gera;16
2003;LK Gotha;2
2003;LK Greiz;10
2003;LK Hildburghausen;5
2003;LK Ilm-Kreis;7
2003;SK Jena;36
2003;LK Kyffhäuserkreis;18
2003;LK Nordhausen;4
2003;LK Saale-Holzland-Kreis;7
2003;LK Saale-Orla-Kreis;20
2003;LK Saalfeld-Rudolstadt;35
2003;LK Schmalkalden-Meiningen;10
2003;LK Sömmerda;23
2003;LK Sonneberg;1
2003;SK Suhl;4
2003;LK Unstrut-Hainich-Kreis;44
2003;LK Wartburgkreis;47
2003;SK Weimar;30
2003;LK Weimarer Land;7
2004;LK Breisgau-Hochschwarzwald;24
2004;LK Emmendingen;12
2004;SK Freiburg i.Breisgau;36
2004;LK Konstanz;10
2004;LK Lörrach;11
2004;LK Ortenaukreis;31
2004;LK Rottweil;4
2004;LK Schwarzwald-Baar-Kreis;4
2004;LK Tuttlingen;42
2004;LK Waldshut;7
2004;SK Baden-Baden;1
2004;LK Calw;7
2004;LK Enzkreis;NA
2004;LK Freudenstadt;NA
2004;SK Heidelberg;1
2004;SK Karlsruhe;17
2004;LK Karlsruhe;5
2004;SK Mannheim;NA
2004;LK Neckar-Odenwald-Kreis;NA
2004;SK Pforzheim;3
2004;LK Rastatt;8
2004;LK Rhein-Neckar-Kreis;22
2004;LK Böblingen;46
2004;LK Esslingen;17
2004;LK Göppingen;11
2004;LK Heidenheim;9
2004;SK Heilbronn;1
2004;LK Heilbronn;8
2004;LK Hohenlohekreis;1
2004;LK Ludwigsburg;24
2004;LK Main-Tauber-Kreis;1
2004;LK Ostalbkreis;NA
2004;LK Rems-Murr-Kreis;9
2004;LK Schwäbisch Hall;23
2004;SK Stuttgart;47
2004;LK Alb-Donau-Kreis;7
2004;LK Biberach;12
2004;LK Bodenseekreis;15
2004;LK Ravensburg;5
2004;LK Reutlingen;6
2004;LK Sigmaringen;NA
2004;LK Tübingen;7
2004;SK Ulm;6
2004;LK Zollernalbkreis;2
2004;SK Ansbach;12
2004;LK Ansbach;22
2004;SK Erlangen;2
2004;LK Erlangen-Höchstadt;3
2004;SK Fürth;NA
2004;LK Fürth;1
2004;LK Neustadt a.d.Aisch-Bad Windsheim;11
2004;SK Nürnberg;6
2004;LK Nürnberger Land;1
2004;LK Roth;NA
2004;SK Schwabach;NA
2004;LK Weißenburg-Gunzenhausen;NA
2004;LK Deggendorf;6
2004;LK Dingolfing-Landau;NA
2004;LK Freyung-Grafenau;NA
2004;LK Kelheim;NA
2004;SK Landshut;10
2004;LK Landshut;9
2004;SK Passau;NA
2004;LK Passau;NA
2004;LK Regen;4
2004;LK Rottal-Inn;1
2004;SK Straubing;NA
2004;LK Straubing-Bogen;1
2004;LK Altötting;11
2004;LK Bad Tölz-Wolfratshausen;2
2004;LK Berchtesgadener Land;1
2004;LK Dachau;17
2004;LK Ebersberg;5
2004;LK Eichstätt;1
2004;LK Erding;3
2004;LK Freising;NA
2004;LK Fürstenfeldbruck;1
2004;LK Garmisch-Partenkirchen;2
2004;SK Ingolstadt;6
2004;LK Landsberg a.Lech;1
2004;LK Miesbach;2
2004;LK Mühldorf a.Inn;5
2004;SK München;56
2004;LK München;26
2004;LK Neuburg-Schrobenhausen;5
2004;LK Pfaffenhofen a.d.Ilm;45
2004;SK Rosenheim;2
2004;LK Rosenheim;11
2004;LK Starnberg;NA
2004;LK Traunstein;8
2004;LK Weilheim-Schongau;2
2004;SK Bamberg;5
2004;LK Bamberg;13
2004;SK Bayreuth;1
2004;LK Bayreuth;1
2004;SK Coburg;3
2004;LK Coburg;1
2004;LK Forchheim;2
2004;SK Hof;6
2004;LK Hof;NA
2004;LK Kronach;NA
2004;LK Kulmbach;22
2004;LK Lichtenfels;3
2004;LK Wunsiedel i.Fichtelgebirge;1
2004;SK Amberg;NA
2004;LK Amberg-Sulzbach;3
2004;LK Cham;9
2004;LK Neumarkt i.d.OPf.;NA
2004;LK Neustadt a.d.Waldnaab;3
2004;SK Regensburg;1
2004;LK Regensburg;4
2004;LK Schwandorf;17
2004;LK Tirschenreuth;2
2004;SK Weiden i.d.OPf.;5
2004;LK Aichach-Friedberg;5
2004;SK Augsburg;10
2004;LK Augsburg;9
2004;LK Dillingen a.d.Donau;NA
2004;LK Donau-Ries;2
2004;LK Günzburg;1
2004;SK Kaufbeuren;NA
2004;SK Kempten;NA
2004;LK Lindau;NA
2004;SK Memmingen;NA
2004;LK Neu-Ulm;1
2004;LK Oberallgäu;2
2004;LK Ostallgäu;NA
2004;LK Unterallgäu;1
2004;SK Aschaffenburg;1
2004;LK Aschaffenburg;1
2004;LK Bad Kissingen;3
2004;LK Haßberge;2
2004;LK Kitzingen;27
2004;LK Main-Spessart;4
2004;LK Miltenberg;1
2004;LK Rhön-Grabfeld;1
2004;SK Schweinfurt;3
2004;LK Schweinfurt;1
2004;SK Würzburg;11
2004;LK Würzburg;26
2004;SK Berlin Charlottenburg-Wilmersdorf;10
2004;SK Berlin Friedrichshain-Kreuzberg;33
2004;SK Berlin Lichtenberg;3
2004;SK Berlin Marzahn-Hellersdorf;1
2004;SK Berlin Mitte;16
2004;SK Berlin Neukölln;16
2004;SK Berlin Pankow;24
2004;SK Berlin Reinickendorf;17
2004;SK Berlin Spandau;8
2004;SK Berlin Steglitz-Zehlendorf;29
2004;SK Berlin Tempelhof-Schöneberg;10
2004;SK Berlin Treptow-Köpenick;3
2004;LK Barnim;10
2004;SK Brandenburg a.d.Havel;NA
2004;SK Cottbus;9
2004;LK Dahme-Spreewald;12
2004;LK Elbe-Elster;32
2004;SK Frankfurt (Oder);1
2004;LK Havelland;NA
2004;LK Märkisch-Oderland;1
2004;LK Oberhavel;NA
2004;LK Oberspreewald-Lausitz;22
2004;LK Oder-Spree;3
2004;LK Ostprignitz-Ruppin;NA
2004;SK Potsdam;7
2004;LK Potsdam-Mittelmark;8
2004;LK Prignitz;4
2004;LK Spree-Neiße;10
2004;LK Teltow-Fläming;29
2004;LK Uckermark;NA
2004;SK Bremen;8
2004;SK Bremerhaven;64
2004;SK Hamburg;22
2004;LK Bergstraße;10
2004;SK Darmstadt;NA
2004;LK Darmstadt-Dieburg;2
2004;SK Frankfurt am Main;26
2004;LK Groß-Gerau;6
2004;LK Hochtaunuskreis;3
2004;LK Main-Kinzig-Kreis;1
2004;LK Main-Taunus-Kreis;16
2004;LK Odenwaldkreis;NA
2004;SK Offenbach;NA
2004;LK Offenbach;1
2004;LK Rheingau-Taunus-Kreis;4
2004;LK Wetteraukreis;4
2004;SK Wiesbaden;7
2004;LK Gießen;2
2004;LK Lahn-Dill-Kreis;12
2004;LK Limburg-Weilburg;NA
2004;LK Marburg-Biedenkopf;16
2004;LK Vogelsbergkreis;1
2004;LK Fulda;2
2004;LK Hersfeld-Rotenburg;1
2004;SK Kassel;2
2004;LK Kassel;NA
2004;LK Schwalm-Eder-Kreis;NA
2004;LK Waldeck-Frankenberg;7
2004;LK Werra-Meißner-Kreis;1
2004;LK Ludwigslust-Parchim;2
2004;LK Mecklenburgische Seenplatte;1
2004;LK Nordwestmecklenburg;1
2004;SK Rostock;NA
2004;LK Rostock;2
2004;SK Schwerin;NA
2004;LK Vorpommern-Greifswald;17
2004;LK Vorpommern-Rügen;18
2004;SK Braunschweig;NA
2004;LK Gifhorn;NA
2004;LK Goslar;NA
2004;LK Göttingen;5
2004;LK Helmstedt;NA
2004;LK Northeim;7
2004;LK Peine;1
2004;SK Salzgitter;4
2004;LK Wolfenbüttel;NA
2004;SK Wolfsburg;NA
2004;LK Diepholz;5
2004;LK Hameln-Pyrmont;NA
2004;Region Hannover;154
2004;LK Hildesheim;17
2004;LK Holzminden;1
2004;LK Nienburg (Weser);6
2004;LK Schaumburg;3
2004;LK Celle;NA
2004;LK Cuxhaven;5
2004;LK Harburg;9
2004;LK Heidekreis;NA
2004;LK Lüchow-Dannenberg;1
2004;LK Lüneburg;3
2004;LK Osterholz;NA
2004;LK Rotenburg (Wümme);3
2004;LK Stade;1
2004;LK Uelzen;NA
2004;LK Verden;3
2004;LK Ammerland;2
2004;LK Aurich;17
2004;LK Cloppenburg;17
2004;SK Delmenhorst;NA
2004;SK Emden;NA
2004;LK Emsland;18
2004;LK Friesland;1
2004;LK Grafschaft Bentheim;1
2004;LK Leer;10
2004;SK Oldenburg;4
2004;LK Oldenburg;1
2004;SK Osnabrück;37
2004;LK Osnabrück;12
2004;LK Vechta;23
2004;LK Wesermarsch;16
2004;SK Wilhelmshaven;3
2004;LK Wittmund;NA
2004;SK Bochum;NA
2004;SK Dortmund;1
2004;LK Ennepe-Ruhr-Kreis;1
2004;SK Hagen;NA
2004;SK Hamm;NA
2004;SK Herne;9
2004;LK Hochsauerlandkreis;13
2004;LK Märkischer Kreis;NA
2004;LK Olpe;1
2004;LK Siegen-Wittgenstein;40
2004;LK Soest;1
2004;LK Unna;NA
2004;SK Bielefeld;1
2004;LK Gütersloh;NA
2004;LK Herford;NA
2004;LK Höxter;NA
2004;LK Lippe;NA
2004;LK Minden-Lübbecke;6
2004;LK Paderborn;12
2004;SK Duisburg;NA
2004;SK Düsseldorf;1
2004;SK Essen;1
2004;LK Kleve;NA
2004;SK Krefeld;NA
2004;LK Mettmann;NA
2004;SK Mönchengladbach;1
2004;SK Mülheim a.d.Ruhr;2
2004;SK Oberhausen;1
2004;SK Remscheid;1
2004;LK Rhein-Kreis Neuss;2
2004;SK Solingen;NA
2004;LK Viersen;2
2004;LK Wesel;1
2004;SK Wuppertal;20
2004;StädteRegion Aachen;1
2004;SK Bonn;6
2004;LK Düren;NA
2004;LK Euskirchen;12
2004;LK Heinsberg;1
2004;SK Köln;15
2004;SK Leverkusen;20
2004;LK Oberbergischer Kreis;3
2004;LK Rhein-Erft-Kreis;26
2004;LK Rheinisch-Bergischer Kreis;11
2004;LK Rhein-Sieg-Kreis;1
2004;LK Borken;17
2004;SK Bottrop;NA
2004;LK Coesfeld;NA
2004;SK Gelsenkirchen;NA
2004;SK Münster;NA
2004;LK Recklinghausen;NA
2004;LK Steinfurt;12
2004;LK Warendorf;NA
2004;LK Ahrweiler;2
2004;LK Altenkirchen;7
2004;LK Bad Kreuznach;22
2004;LK Birkenfeld;1
2004;LK Cochem-Zell;3
2004;SK Koblenz;1
2004;LK Mayen-Koblenz;3
2004;LK Neuwied;6
2004;LK Rhein-Hunsrück-Kreis;NA
2004;LK Rhein-Lahn-Kreis;1
2004;LK Westerwaldkreis;27
2004;LK Alzey-Worms;31
2004;LK Bad Dürkheim;14
2004;LK Donnersbergkreis;13
2004;SK Frankenthal;73
2004;LK Germersheim;1
2004;SK Kaiserslautern;NA
2004;LK Kaiserslautern;3
2004;LK Kusel;3
2004;SK Landau i.d.Pfalz;NA
2004;SK Ludwigshafen;22
2004;SK Mainz;42
2004;LK Mainz-Bingen;14
2004;SK Neustadt a.d.Weinstraße;NA
2004;SK Pirmasens;3
2004;LK Rhein-Pfalz-Kreis;55
2004;SK Speyer;1
2004;LK Südliche Weinstraße;NA
2004;LK Südwestpfalz;6
2004;SK Worms;68
2004;SK Zweibrücken;NA
2004;LK Bernkastel-Wittlich;1
2004;LK Bitburg-Prüm;NA
2004;SK Trier;1
2004;LK Trier-Saarburg;1
2004;LK Vulkaneifel;NA
2004;LK Merzig-Wadern;3
2004;LK Neunkirchen;NA
2004;LK Saarlouis;16
2004;LK Saarpfalz-Kreis;NA
2004;LK Sankt Wendel;NA
2004;LK Stadtverband Saarbrücken;3
2004;SK Chemnitz;141
2004;LK Erzgebirgskreis;116
2004;LK Mittelsachsen;50
2004;LK Vogtlandkreis;2
2004;LK Zwickau;26
2004;LK Bautzen;42
2004;SK Dresden;48
2004;LK Görlitz;28
2004;LK Meißen;20
2004;LK Sächsische Schweiz-Osterzgebirge;51
2004;SK Leipzig;29
2004;LK Leipzig;30
2004;LK Nordsachsen;26
2004;LK Altmarkkreis Salzwedel;6
2004;LK Anhalt-Bitterfeld;5
2004;LK Börde;29
2004;LK Burgenlandkreis;40
2004;SK Dessau-Roßlau;1
2004;SK Halle;NA
2004;LK Harz;27
2004;LK Jerichower Land;11
2004;SK Magdeburg;55
2004;LK Mansfeld-Südharz;8
2004;LK Saalekreis;32
2004;LK Salzlandkreis;1
2004;LK Stendal;1
2004;LK Wittenberg;8
2004;LK Dithmarschen;NA
2004;SK Flensburg;8
2004;LK Herzogtum Lauenburg;1
2004;SK Kiel;21
2004;SK Lübeck;NA
2004;SK Neumünster;NA
2004;LK Nordfriesland;4
2004;LK Ostholstein;1
2004;LK Pinneberg;1
2004;LK Plön;3
2004;LK Rendsburg-Eckernförde;12
2004;LK Schleswig-Flensburg;11
2004;LK Segeberg;2
2004;LK Steinburg;14
2004;LK Stormarn;1
2004;LK Altenburger Land;1
2004;LK Eichsfeld;1
2004;SK Eisenach;1
2004;SK Erfurt;3
2004;SK Gera;NA
2004;LK Gotha;1
2004;LK Greiz;3
2004;LK Hildburghausen;NA
2004;LK Ilm-Kreis;8
2004;SK Jena;12
2004;LK Kyffhäuserkreis;10
2004;LK Nordhausen;1
2004;LK Saale-Holzland-Kreis;2
2004;LK Saale-Orla-Kreis;5
2004;LK Saalfeld-Rudolstadt;3
2004;LK Schmalkalden-Meiningen;NA
2004;LK Sömmerda;1
2004;LK Sonneberg;1
2004;SK Suhl;1
2004;LK Unstrut-Hainich-Kreis;3
2004;LK Wartburgkreis;4
2004;SK Weimar;NA
2004;LK Weimarer Land;NA
2005;LK Breisgau-Hochschwarzwald;27
2005;LK Emmendingen;9
2005;SK Freiburg i.Breisgau;42
2005;LK Konstanz;35
2005;LK Lörrach;53
2005;LK Ortenaukreis;33
2005;LK Rottweil;50
2005;LK Schwarzwald-Baar-Kreis;12
2005;LK Tuttlingen;54
2005;LK Waldshut;16
2005;SK Baden-Baden;2
2005;LK Calw;15
2005;LK Enzkreis;4
2005;LK Freudenstadt;29
2005;SK Heidelberg;25
2005;SK Karlsruhe;28
2005;LK Karlsruhe;42
2005;SK Mannheim;6
2005;LK Neckar-Odenwald-Kreis;1
2005;SK Pforzheim;1
2005;LK Rastatt;57
2005;LK Rhein-Neckar-Kreis;100
2005;LK Böblingen;171
2005;LK Esslingen;87
2005;LK Göppingen;128
2005;LK Heidenheim;7
2005;SK Heilbronn;5
2005;LK Heilbronn;21
2005;LK Hohenlohekreis;19
2005;LK Ludwigsburg;123
2005;LK Main-Tauber-Kreis;21
2005;LK Ostalbkreis;30
2005;LK Rems-Murr-Kreis;60
2005;LK Schwäbisch Hall;102
2005;SK Stuttgart;258
2005;LK Alb-Donau-Kreis;18
2005;LK Biberach;13
2005;LK Bodenseekreis;26
2005;LK Ravensburg;23
2005;LK Reutlingen;54
2005;LK Sigmaringen;6
2005;LK Tübingen;95
2005;SK Ulm;6
2005;LK Zollernalbkreis;16
2005;SK Ansbach;15
2005;LK Ansbach;27
2005;SK Erlangen;7
2005;LK Erlangen-Höchstadt;4
2005;SK Fürth;11
2005;LK Fürth;9
2005;LK Neustadt a.d.Aisch-Bad Windsheim;16
2005;SK Nürnberg;29
2005;LK Nürnberger Land;3
2005;LK Roth;NA
2005;SK Schwabach;1
2005;LK Weißenburg-Gunzenhausen;9
2005;LK Deggendorf;55
2005;LK Dingolfing-Landau;29
2005;LK Freyung-Grafenau;5
2005;LK Kelheim;10
2005;SK Landshut;20
2005;LK Landshut;22
2005;SK Passau;47
2005;LK Passau;47
2005;LK Regen;26
2005;LK Rottal-Inn;NA
2005;SK Straubing;7
2005;LK Straubing-Bogen;23
2005;LK Altötting;6
2005;LK Bad Tölz-Wolfratshausen;4
2005;LK Berchtesgadener Land;7
2005;LK Dachau;4
2005;LK Ebersberg;31
2005;LK Eichstätt;16
2005;LK Erding;27
2005;LK Freising;44
2005;LK Fürstenfeldbruck;7
2005;LK Garmisch-Partenkirchen;2
2005;SK Ingolstadt;8
2005;LK Landsberg a.Lech;8
2005;LK Miesbach;21
2005;LK Mühldorf a.Inn;8
2005;SK München;296
2005;LK München;101
2005;LK Neuburg-Schrobenhausen;13
2005;LK Pfaffenhofen a.d.Ilm;25
2005;SK Rosenheim;8
2005;LK Rosenheim;59
2005;LK Starnberg;33
2005;LK Traunstein;33
2005;LK Weilheim-Schongau;69
2005;SK Bamberg;15
2005;LK Bamberg;58
2005;SK Bayreuth;14
2005;LK Bayreuth;5
2005;SK Coburg;2
2005;LK Coburg;27
2005;LK Forchheim;15
2005;SK Hof;3
2005;LK Hof;2
2005;LK Kronach;2
2005;LK Kulmbach;10
2005;LK Lichtenfels;1
2005;LK Wunsiedel i.Fichtelgebirge;2
2005;SK Amberg;10
2005;LK Amberg-Sulzbach;12
2005;LK Cham;35
2005;LK Neumarkt i.d.OPf.;21
2005;LK Neustadt a.d.Waldnaab;83
2005;SK Regensburg;25
2005;LK Regensburg;35
2005;LK Schwandorf;31
2005;LK Tirschenreuth;17
2005;SK Weiden i.d.OPf.;75
2005;LK Aichach-Friedberg;47
2005;SK Augsburg;72
2005;LK Augsburg;44
2005;LK Dillingen a.d.Donau;18
2005;LK Donau-Ries;NA
2005;LK Günzburg;4
2005;SK Kaufbeuren;NA
2005;SK Kempten;NA
2005;LK Lindau;4
2005;SK Memmingen;NA
2005;LK Neu-Ulm;17
2005;LK Oberallgäu;1
2005;LK Ostallgäu;2
2005;LK Unterallgäu;1
2005;SK Aschaffenburg;2
2005;LK Aschaffenburg;3
2005;LK Bad Kissingen;7
2005;LK Haßberge;15
